7504	6048	-7513	-2935	34	-1581	8537	-329	3495	7290	-242	-916	2960	7088	-1480	-9710	-8401	-6346	-6461	-590	9938	-5412	-6393	-4099	-1732	-5886	300	-8857	-9648	-2813	-6423	-3619	-687	-1856	-5562	-8530	-5774	-9800	6066	-7780	8393	-2724	8077	9796	4846	-5951	3228	1346	4397	-9138
750	9477	2530	-3597	-7464	2084	4227	-2090	8195	-7249	-8820	-7525	-6513	9778	1350	7670	-1152	-5820	-1610	-8266	-5921	-5573	4874	-9375	-8009	-6792	5167	6980	1108	-851	-8530	5534	-7995	3922	-6516	7229	9067	-8529	-5035	-5670	-5920	-9942	8216	6669	2282	2146	-940	-1300	-3465	-3905
-2758	-1234	-6135	-3895	7273	-5121	-5590	-6455	4199	-5326	-3518	-2194	5602	-1952	4253	1560	-5522	-9066	-6006	1938	4300	-4539	-1749	1331	-1262	9945	-9544	-203	9792	-3237	-413	-2508	783	-7208	2792	7295	6366	4898	-629	-8419	3091	6122	1914	1504	1859	6150	7157	-3158	-3259	-8059
-6843	1397	-1267	7654	8792	-5485	2348	-1824	7411	-6556	1889	-2537	2865	-4903	-2765	82	7723	-4534	-8079	-3192	-1039	-5930	4910	-7331	-7885	6898	1180	6446	9704	2774	-2784	692	-8708	-4576	-727	6890	-3347	6035	-6705	-2329	-8065	-9184	6144	6034	1657	5207	-108	-4902	4312	8325
1393	-9332	6541	-3710	-6884	2408	-4233	363	-811	4358	2511	9417	-4303	862	6830	-1729	3549	-263	-8366	9233	105	-6878	4717	8064	-5079	728	110	4721	2914	134	-4841	5139	4591	236	-8427	-6553	9000	848	5813	1535	-348	6561	8402	-1815	-5993	1085	-1228	-1925	-795	-9628
-6190	-7241	6028	-6542	-3882	-1582	6038	3427	-1371	5507	-2812	655	3751	-7103	-9809	1856	-9672	8596	-3009	1387	2264	6775	-5437	-7747	6170	-8781	-728	222	-2370	-2601	-7202	-1114	8738	9734	-9255	-4861	7673	7896	-7926	-262	-4630	2521	3447	-7315	8412	3008	233	-7839	2872	-6191
6599	-8956	-3455	-2174	-966	-3208	9509	-859	-1889	1590	1255	-7659	3715	-9298	102	-6485	-192	6517	-9258	1286	435	-224	70	4702	-5639	-7279	-4297	-6138	-4707	-3185	3934	-8712	-4970	2759	3393	-6630	-4532	9657	4679	2207	-6063	4155	-3927	8005	9875	-3939	-2421	-4260	-7755	-5722
-4228	-2227	8472	186	-5788	-7643	-6500	8076	5323	4648	-8244	5576	-843	-3400	4632	-2273	-6271	-4630	-2126	-8560	-1728	-5153	2956	5808	-1380	-940	1825	-628	2470	9235	-6053	-8813	8937	8307	-3711	3029	-3714	4088	-7956	-2914	-5698	1713	7603	-4371	-8449	-6060	8360	1452	3605	884
1110	6144	4859	-8449	-9163	3038	9916	-3066	2740	8421	8389	-9773	-3638	9842	-1833	-8668	7776	-4325	-7637	7300	5945	-4463	-5729	5729	6712	-8357	-7162	3488	5641	1281	-6075	-1034	4173	-3207	-9733	-7914	765	-3256	-3443	-1779	9089	3427	-3283	-4518	8579	9567	3897	5134	-6123	-1029
-7441	-7520	-2751	5957	-4050	-905	-9168	-4204	-8150	5190	-8553	4467	-1233	3606	8478	7469	-305	-5316	-9807	6167	-1121	-9273	4103	-389	2203	-1263	847	4213	1999	6020	3942	-5557	-9490	7426	-471	-4693	7329	54	1299	-5412	6019	-4909	447	-4464	-5156	3098	2390	1003	-8641	-7577
-4278	349	-1074	-5152	3270	-2938	9760	-7379	3956	2020	8787	6636	7773	-5079	3003	-3861	-4676	4398	-3594	-5105	-394	-4570	-2844	1375	9254	-1429	2146	-2500	6637	-523	4888	-5843	-3625	1490	9711	-3221	-5231	-3433	-6903	-7460	-8319	2250	5721	2062	952	7754	1854	-669	-9758	-3186
-7617	5168	-4818	994	-7963	-9858	-4090	2951	-1060	9037	-3708	-4724	6209	5659	6716	7317	1395	-1826	-535	-7109	3217	-7199	-831	-3514	-1856	-7016	-1275	-6430	-9117	-1484	1455	954	5690	887	1792	-953	-6533	6318	-574	5876	7931	6235	2790	9582	2827	-2054	-4446	8311	-3150	-6090
5594	1282	-4057	-9970	3501	2502	4348	6583	8535	-3903	-8077	-105	5568	5291	-7032	8786	-444	-9168	-4786	5155	9274	-1408	-9581	-92	3180	-9536	-4870	-3783	-3703	-4476	5025	-6889	-8842	-1858	8834	1964	-3650	7065	5003	-2958	-3467	4982	8749	9832	6327	-4553	8905	1763	1180	2782
-2496	-9266	-750	-3081	-3250	-749	7283	-2526	-8014	-9594	-5638	5981	4971	9757	-8278	1310	-3770	-8211	670	3235	2400	4565	7650	-4986	-8253	3480	-7139	-9882	2057	-4485	-6724	7553	-9852	-4122	1591	1342	6653	-1278	2735	-6359	-1334	-789	-6383	6029	4519	6093	-5532	-2837	769	708
-4118	503	934	7963	100	-2410	1910	-3338	-4512	-7552	-116	-3965	-1644	4961	-2603	-4428	-8511	-9463	8339	-6035	-874	1992	9148	-9006	2487	-4383	1074	671	-3180	8025	-6132	9130	6789	9258	4084	-1716	-6966	465	-4128	-7198	8048	2845	1392	-3019	1244	-6003	-3343	-5193	8963	5262
457	-5021	3534	344	8179	-6569	-2023	2707	-8993	9461	-3575	6962	-9200	-5919	2347	-8553	-8553	-9266	-4825	-7869	-6744	-1409	7937	6923	485	4026	-8770	-6412	685	-8994	-4421	1704	3796	-7663	-9014	9562	4165	-6208	-974	-4435	9690	-5997	7153	5120	-5529	-2814	57	-7073	9160	-3189
-9546	-1753	735	-1588	3767	-7377	-159	5304	-1840	-6459	6963	-1650	9594	334	-2498	7857	-8397	-6588	-5144	-1440	-2178	-7727	7651	1581	2115	-1264	-713	6519	341	-8041	-7617	-8255	9330	9368	-9594	8380	-5956	-8857	-7356	6215	-6430	-2907	-1507	4751	1861	4123	-5422	2228	-7253	5727
-9011	-2463	-124	-8515	-2140	-8090	7411	6369	-3219	8357	2962	-3771	7326	-6440	-8549	-2147	-7332	-7458	9265	3830	-9740	7798	3069	171	2268	7333	-7707	-9570	-8642	5	-8083	8666	-2556	-9891	5345	-9878	2653	-4838	-6916	3115	5029	5706	7972	2889	-7991	-5991	4070	-3088	6883	-54
3413	-9976	4688	8652	-5365	-805	-2068	-7476	-1492	-8179	6457	-7387	4823	9765	-9759	4621	-6799	3013	-2432	3761	-2705	9625	3763	3901	-3403	5015	-7657	-2229	3947	-3490	4391	6402	-2044	3158	9429	4643	-1553	-9621	-1244	-9419	-889	7410	7259	-6137	2132	-2366	4420	2579	-9591	-69
-7158	-962	3892	-2309	6591	-8334	-1357	1423	4631	6950	-5790	-7070	4540	5305	9892	-926	-6318	-6436	5889	-8426	5894	6199	6142	4604	-6525	-3812	-7266	-5505	-6537	-8314	7860	8782	-7690	3384	-8293	-3740	-2453	-2253	-1255	-8240	-862	-2772	-55	3199	-1808	6461	-7638	9783	2910	-6025
6260	-8843	763	720	-2613	-8018	-2743	7880	-4716	7239	8604	3248	-2241	-864	-2001	690	1755	-9724	-1369	-1125	9050	-8584	8171	8811	6465	1994	5583	1872	581	-587	1016	-5034	1637	-1022	-4668	-8454	-756	-4748	-9087	-7712	475	-749	-6562	3214	4274	-8733	4511	-5381	9756	5877
5304	4081	6710	1810	5010	-9773	-5785	4412	3002	-7267	-4320	8625	9813	3234	5333	9524	207	1742	-5677	-8973	-7763	-1267	8373	5145	-5694	-3244	2256	2352	6266	9247	1176	-5152	-4841	-9888	9281	5007	-8455	7194	-9512	-4754	-9199	6188	6659	-17	-8537	4886	2646	1621	-2085	360
2370	-4422	-6881	-423	256	-9964	-9066	3649	5733	-6225	6522	-5627	-2354	301	-624	1773	3210	4773	-6857	7481	-4726	8752	-9034	8384	-5717	-8434	-5775	-3282	8627	-8132	-8675	-697	6697	158	-5682	2770	-7115	-6770	-2897	8873	-4380	8325	-5465	-6349	6058	-214	2212	-4870	-8027	308
9105	3019	-4257	1060	5885	-3250	-8437	7131	8080	-687	3288	-8780	-3999	9301	-3313	-2085	4527	6639	-5044	-7072	-7827	-8740	-3515	-3999	7583	4988	3443	9518	6292	-2380	3359	2756	-2455	8755	-7860	5430	6622	-4572	2203	-5230	9724	4417	5530	-7843	8628	6854	162	-8495	6718	-3526
2991	-1429	-3987	-6402	-7725	-9781	6009	1940	3987	6027	3459	4270	-5933	3846	-7959	-7587	-5595	2246	4456	5803	-1872	-877	264	4437	8411	-1513	503	-8298	6750	-8615	-3880	-6849	6501	-857	-1818	7648	-7987	9463	4465	9674	-2456	6617	-7077	9899	-1923	3214	8393	8521	296	9872
-2398	-6662	-9980	-653	-4788	-9558	4575	1382	-9309	-9049	-523	3967	7631	5534	-6149	8428	7286	-2815	-9762	-4300	-9008	-9095	2578	6340	2220	9389	3293	-3366	9641	-2709	6872	2281	-2075	6671	-6218	7281	2825	-9303	8693	107	9309	579	-8314	1192	5618	-3599	-4074	1184	-2711	8352
8297	2133	5748	1222	-1369	5242	6225	-8900	-816	-1173	-3512	-391	-8959	-3745	-624	-9000	-2268	-7069	-7903	6523	-1208	-5345	9165	5134	3488	-5254	-8352	186	8557	-3744	2906	-1025	1690	772	9132	3741	-5230	-4211	851	3509	6616	-8929	4752	7626	505	4818	-2960	747	3433	7351
7481	-9010	-6905	-1338	-5099	-1800	2250	-543	1430	2311	803	6234	613	-1682	-3745	7972	970	-6646	-9501	-4779	-1796	6555	-8067	7114	-4071	-6548	4742	6430	-763	-4446	9618	-571	292	1084	-7936	-9539	-9122	-6083	-2416	-5370	3536	-3465	-7929	7354	-2438	-3229	-3925	-5844	-235	-9217
5573	-3775	7682	6194	1084	-1080	-687	9020	-8542	-5518	-3976	7350	-3835	1233	5149	3189	-4244	5183	-5265	2123	2073	889	9356	878	-3024	-9647	701	727	-6316	-5440	9925	119	9390	-914	4016	3976	5361	6638	4796	17	-2644	8006	3639	4645	688	529	-7727	7268	719	3681
1722	-9468	3539	4219	7774	169	-4097	-3605	-4675	-2814	1190	-9234	4178	-504	-6379	4654	-3425	-4294	9097	1666	6391	-1866	3313	6259	1426	-5983	8680	5614	2825	-2133	9526	-8545	5633	5711	1444	5761	-2105	7987	-8827	-5220	-3803	-7123	-4783	7365	-7890	969	-9733	-874	-1876	2689
-4446	-123	-8956	-6559	7670	-3025	-2106	5709	-1449	-4716	7524	-1195	-5191	-9450	-3236	1278	-3053	8694	7522	-662	-4161	3371	-3593	3549	-704	4054	8533	9764	-7000	5681	-3786	-8710	-9708	-6151	-5400	-346	3298	-5666	-4427	9190	9802	7797	-8507	6138	-6561	-2247	-2772	-9611	-8483	-941
-2228	6267	4908	5582	3800	6282	-5855	5905	278	2849	9963	-3684	2569	-8128	-9597	-2923	5390	-7052	-9711	4908	-7792	-9327	-1943	5308	7027	8684	7435	-5707	-8414	-8778	-6188	-6537	-925	-5544	-162	908	-8729	7101	-2177	-7334	-120	-4438	-8203	3445	-3086	-9419	2906	-2267	-5330	-1521
-5843	3614	-8402	-464	-6391	784	-9994	7206	7717	-2941	-952	-5290	2584	443	-6961	1825	7482	-9875	-712	-9362	2035	129	-6159	-1804	2079	6199	1905	9038	-4219	-1168	1289	-1284	-8487	-3442	-6460	-872	-9927	1631	-4569	8910	7736	-4092	-6795	-3016	4388	-6050	-2647	-461	-6222	2337
3551	4883	-2513	5106	-9347	-8864	7484	3477	1376	-1271	-5623	1757	-2877	1264	383	7845	3560	9799	8805	4299	6618	-6554	-3542	7708	5668	-1441	473	7072	-7334	-9976	4246	6040	8863	389	1345	6659	5967	8186	6664	408	4544	-3374	8966	9824	1248	-5620	-7982	8957	-8950	124
8372	3781	-7116	-9114	-2825	-8176	-3066	967	2783	-1572	3776	1687	3716	-2438	-5701	9495	3368	953	6049	-6980	-5676	8257	4650	187	758	-2908	-6975	-902	-3983	8754	-9949	-3167	-6186	6095	-7873	-2765	3694	-7283	-9815	2019	3005	6400	-3684	7637	-936	-4743	8462	-2790	7124	-2224
-7444	-883	1428	-1124	6519	3415	-3995	3041	-9363	7923	-3213	4587	2472	-5111	9387	-5963	6439	-302	9918	882	-205	-327	2494	-2645	-8891	9976	-4729	-2238	-5200	-2899	6095	-8478	2726	-4288	1452	-4594	6307	1501	7507	-8810	-9431	966	-8372	-4128	6395	-966	-4000	-1403	4308	-5159
9204	2421	486	-7959	-3033	-8061	4401	8328	2562	8215	-1939	-7648	8115	282	7254	2563	8583	-7865	-5549	9961	-3438	-4341	-7176	1341	5192	-9747	1379	9490	5045	-4632	8108	9207	4626	-9750	8784	4571	-3603	3514	-5561	-3794	8622	-2500	5040	-7127	1755	3289	8174	-3892	5508	-6886
-5721	-7968	2414	-6285	604	2503	568	1483	-4060	3381	26	-3448	8103	-8819	-3141	8630	-2168	4651	-1099	1868	592	-6390	-4674	-1386	-6867	-7510	-4469	-4894	-8098	1260	-2925	-7479	8765	-7275	-1940	7285	-5703	-9246	9971	5648	-3586	2386	-7008	7183	3479	8316	-7095	-6597	4704	7935
-2156	-3590	-3768	-8730	-2488	-4929	3176	-466	-4538	-5641	5052	1987	-9819	6697	2948	5398	6822	-1053	-6757	8142	-7560	9305	-7681	-7018	-4278	4556	-7896	5309	5649	-6416	8081	4020	-4929	-6425	-5416	7427	4321	1197	4955	5450	-4907	-2198	-4770	-1221	-9954	-9804	9133	-1888	1565	-9753
-5648	-8408	3949	9200	-484	-1985	-9006	-8403	7517	9929	-5384	-3577	-7133	-5890	-8279	-6928	-3682	-9407	-9162	2300	-5804	-4911	2310	-6197	-4754	-6475	-6018	-4539	-4163	-6805	-7942	7877	-4557	-226	-9456	7605	-5104	-9640	-482	-6422	3917	1968	1724	-9440	1256	4483	6509	-5042	7122	5654
474	1897	-3157	4194	3160	4212	8739	1326	-4707	-1931	-604	-1877	-6336	-9516	5209	5933	1965	-524	1338	2387	-9864	-8158	-4144	-7099	5329	8948	8546	5946	-9125	-3550	-9114	-414	7216	-4410	271	-8254	-5431	-3258	-2915	-4647	2080	-4197	134	1212	-1642	9492	-4165	3180	-9133	-5350
-8805	-1803	-7289	4363	-5851	-6862	6287	2162	-7510	1297	1362	758	-3026	5619	4480	-5195	4577	7791	-8732	-3677	-1598	1408	-1439	162	9402	7917	-7994	-5050	7138	9398	328	-9846	-7834	5655	1479	-2108	727	8941	4814	-2500	6973	-8862	2409	-4407	-2261	-1465	-975	-3113	713	-9311
-4812	-3410	2868	-5672	-2409	-5233	-7399	9680	7438	-2163	2681	-2039	5453	1609	-9431	2870	-1951	9550	-607	-9955	9317	8030	6064	-2499	5738	-1834	-1550	-5183	659	-6648	-3015	1426	4584	636	7307	2066	-7410	6062	-1644	1840	-9072	-8933	3877	8129	5408	-8428	6231	-7696	7100	5375
-7264	2461	-4323	6377	6800	1945	-5299	-9250	-5037	6652	7879	3423	3695	9901	-7439	-2283	-7706	1094	2133	8885	-2732	3063	-5217	-7312	-8784	9746	8809	-3958	5810	-5521	6806	713	-5055	-3522	-450	-8912	8329	-4035	9031	-5814	8063	7428	9624	4444	-2135	-9904	-7120	8286	-4209	920
-8113	-2223	-2839	-3140	4042	-8776	7071	509	-3790	-2130	2407	9842	-3972	-6612	-1821	-9572	680	7770	-3769	-5571	-5383	7621	-5445	3104	5254	2007	-2810	2704	-9944	9383	8091	-9721	-1212	-7812	9942	-3939	-3932	-5812	-6960	1720	-9177	-7657	-771	-1849	285	4766	-2218	-7253	9077	-8561
-578	4326	-1756	2630	3018	-2596	-7780	-9786	-2364	2718	-9792	1130	-8347	-3679	4171	-5398	4415	3346	-6074	8071	-3148	-190	6011	-6744	-2997	5271	1816	-3199	3475	-8536	5791	7586	-9968	-4177	-4119	-7098	-4656	7362	-4426	-7961	8556	7955	6436	-7249	3982	-1243	-9448	814	-607	-2595
6006	-9669	4797	4082	5209	-7839	-7395	4685	9371	-9617	-7872	-3079	9119	-2139	5804	-8357	-8629	-9754	2272	-5644	-9787	-1371	-1518	-5130	1562	4915	474	-1656	-2766	1237	-2720	-6655	1173	5968	2159	-6505	2077	-708	8209	6074	-5767	-1530	-8071	6076	-8227	8419	-3811	-4723	9069	5855
